"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"SE10a.1","2019-20","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Adults charged by police at least once in the previous 12 months","","","","","Rate per 100000 adults","","","Derived from ABS (unpublished) Recorded Crime - Offenders; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","829.8","np","1317.0","np","np","np","407.4","np","","np"
"SE10a.1","2019-20","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Adults charged by police at least once in the previous 12 months","","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","10864","np","13418","np","np","np","281","np","","np"
"SE10a.1","2019-20","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Adults charged by police at least once in the previous 12 months","","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","50799","np","50003","np","np","np","1376","np","","np"
"SE10a.1","2019-20","Police proceedings","18+ years old","All people","Indigenous status not stated","All areas","Adults charged by police at least once in the previous 12 months","","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","5037","np","282","np","np","np","0","np","","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Adults charged by police at least once in the previous 12 months","","","","","Rate per 100000 adults","","","Derived from ABS (unpublished) Recorded Crime - Offenders; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","5333.5","np","8607.7","np","np","np","4504.3","np","","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Adults charged by police at least once in the previous 12 months","","","","","Rate per 100000 adults","","","Derived from ABS (unpublished) Recorded Crime - Offenders; ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians","rate","837.5","np","1347.1","np","np","np","438.7","np","","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Adults charged by police at least once in the previous 12 months","","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","10246","np","13137","np","np","np","249","np","","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Adults charged by police at least once in the previous 12 months","","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","50682","np","50203","np","np","np","1448","np","","np"
"SE10a.1","2018-19","Police proceedings","18+ years old","All people","Indigenous status not stated","All areas","Adults charged by police at least once in the previous 12 months","","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","4595","np","617","np","np","np","0","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Court action","","","","Proportion","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","96.8","np","88.2","np","89.0","np","94.3","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Non-court action","","","","Proportion","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","3.0","np","11.8","np","10.9","np","5.1","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Court action","","","","Proportion","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","93.8","np","79.5","np","79.5","np","87.9","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Non-court action","","","","Proportion","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","5.7","np","20.5","np","20.3","np","11.8","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","36055","np","25519","np","7965","np","467","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Non-court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","1118","np","3426","np","972","np","25","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Total proceedings","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","37245","np","28938","np","8953","np","495","9481","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","72250","np","69844","np","15235","np","2348","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Non-court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","4383","np","18033","np","3882","np","315","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Total proceedings","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","77012","np","87876","np","19158","np","2670","819","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Indigenous status not stated","All areas","Proceedings by police against adults","Court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","1598","np","9","np","1700","np","0","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Indigenous status not stated","All areas","Proceedings by police against adults","Non-court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","3296","np","60","np","224","np","0","np","","np"
"SE10a.2","2024-25","Police proceedings","18+ years old","All people","Indigenous status not stated","All areas","Proceedings by police against adults","Total proceedings","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","5047","np","67","np","1938","np","0","98","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Court action","","","","Proportion","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","97.0","np","95.0","np","89.5","np","97.0","np","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Non-court action","","","","Proportion","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","3.0","np","5.0","np","10.4","np","2.4","np","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Court action","","","","Proportion","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","93.6","np","89.4","np","79.3","np","85.2","np","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Non-court action","","","","Proportion","","","Derived from ABS (unpublished) Recorded Crime - Offenders","%","6.4","np","10.6","np","20.6","np","14.9","np","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","34881","np","27286","np","6557","np","447","np","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Non-court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","1090","np","1437","np","759","np","11","np","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Aboriginal and Torres Strait Islander people","All areas","Proceedings by police against adults","Total proceedings","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","35965","np","28726","np","7326","np","461","5649","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","70650","np","78461","np","13634","np","2121","np","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Non-court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","4813","np","9271","np","3538","np","370","np","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Non-Indigenous people","All areas","Proceedings by police against adults","Total proceedings","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","75462","np","87730","np","17186","np","2488","553","","np"
"SE10a.2","2023-24","Police proceedings","18+ years old","All people","Indigenous status not stated","All areas","Proceedings by police against adults","Court action","","","","Number","","","ABS (unpublished) Recorded Crime - Offenders","no.","1639","np","28","np","935","np","0","np","","np"
